sound_ac,sound_m2,sound_mpfc,choice_ac,choice_m2,choice_mpfc,priorval_ac,priorval_m2,priorval_mpfc
0.187297472456254,0.0739202657807309,0.0723327305605787,0.121192482177576,0.147840531561462,0.0976491862567812,0.208036292935839,0.190199335548173,0.226039783001808
